	时间	文本	翻译版	大指标	对应指标	判断依据	情感	来源	具体网址	品种
74	2016-10-09 00:00:00	寒露过后，气温下降明显，只剩大棚韭菜供应市场，供应量减少导致价格翻番。	After the cold dew, the temperature dropped significantly, only the shed leek supply market, supply reduction led to double the price.	自然环境	天气	气温下降明显，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201610/t20161009_5299832.htm	蔬菜
75	2016-10-18 00:00:00	随着天气转冷，加上外地菜开始唱主角，本地菜已经进入收尾阶段时期，从而导致蔬菜总体价格上涨。	With the cold weather, coupled with the field of vegetables began to play a leading role, local dishes have entered the end of the period, resulting in the overall price of vegetables rose.	自然环境	天气	天气转冷，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201610/t20161018_5308893.htm	蔬菜
76	2016-11-04 00:00:00	入秋细雨，台风海马都使得本地的叶菜类生产，外埠菜的调进运输受到较大的影响，使得菜价出现上扬	In the autumn rain, the typhoon hippocampus has made the local leafy vegetables production, outside the dishes transferred to the transport by a greater impact, making the vegetable prices rise	自然环境	天气、自然灾害	入秋雨和台风，使得菜价上扬	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161104_5349625.htm	蔬菜
77	2016-11-07 00:00:00	今年冷空气来的提前，气温骤降，加之近期雾霾严重，导致蔬菜生长脚步放缓	This year the cold air to advance, the temperature plummeted, coupled with the recent haze serious, leading to slow pace of growth of vegetables	自然环境	天气	冷空气，气温骤降，雾霾严重，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161107_5351128.htm	蔬菜
78	2016-11-08 00:00:00	气温降低，蔬菜种植成本上涨且生长周期延长，上市量减少，价格上涨	The temperature is reduced, the vegetable cultivation costs are rising and the growth period is prolonged, the market volume is reduced, the price is rising	自然环境	天气	气温降低，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161108_5357212.htm	蔬菜
79	2016-11-08 00:00:00	今年山东黄金瓜在结果之后出现病毒性疾病，影响黄金瓜的整体产量，整体价格高于去年。	Shandong gold melon this year after the results of a viral disease, affecting the overall yield of gold melon, the overall price higher than last year.	自然环境	病虫害	病毒性疾病，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161108_5357212.htm	蔬菜
80	2016-11-09 00:00:00	近期的降雨降温，不便于蔬菜的采收和运输，使上周蔬菜货源减少，蔬菜价格整体上涨	The recent rainfall cooling, not easy to pick up and transport vegetables, so that last week to reduce the supply of vegetables, vegetable prices as a whole rose	自然环境	天气	降雨降温，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161109_5358841.htm	蔬菜
81	2016-11-18 00:00:00	进入十一月后，气温逐步降低，蔬菜价格开始上扬	After entering November, the temperature gradually decreased, vegetable prices began to rise	自然环境	天气	气温降低，价格上扬	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161118_5367822.htm	蔬菜
82	2016-11-23 00:00:00	进入冬季，气温持续下降，本地陆地蔬菜开始退出市场，应季蔬菜品种和数量都在减少，市场蔬菜供应量大幅下降，造成价格上涨。	Into the winter, the temperature continued to decline, the local land vegetables began to withdraw from the market, seasonal vegetable varieties and the number is reduced, the market supply of vegetables dropped significantly, resulting in price increases.	自然环境	天气	气温持续下降，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201611/t20161123_5375398.htm	蔬菜
83	2016-12-02 00:00:00	温度下降使蔬菜生长受到制约，生长周期延长，换茬蔬菜的出园量减少，导致蔬菜价格上涨	The temperature drop causes the growth of vegetables to be restricted, the growth cycle is prolonged, the amount of vegetables leaving the crop is reduced, leading to the rise in vegetable prices	自然环境	天气	温度下降，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201612/t20161202_5395278.htm	蔬菜
84	2016-12-08 00:00:00	蔬菜价格持续上涨。随着北方地区气温不断下降，加之雾霾天气增多，光照不足，暖棚蔬菜生长速度减缓。	Vegetable prices continue to rise. With the continuous decline in the northern region, coupled with increased foggy weather, lack of light, greenhouse vegetable growth rate slowed down.	自然环境	天气	气温下降，光照不足，雾霾增多，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201612/t20161208_5402050.htm	蔬菜
85	2016-12-14 00:00:00	进入大雪节气，蔬菜的生长受天气的影响，周期明显加长，上市量减少蔬菜价格呈上涨趋势。	Into the snow and solar energy, the growth of vegetables affected by the weather, the cycle was significantly longer, the market to reduce the price of vegetables was rising trend.	自然环境	天气	进入大雪节气，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201612/t20161214_5406781.htm	蔬菜
86	2016-12-22 00:00:00	由于今年夏季高温，包菜幼苗期的成活率降低，导致产量减少	Due to the high temperature in the summer, the survival rate of the cabbage seedling stage decreased, resulting in reduced production	自然环境	天气	夏季高温，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201612/t20161222_5414852.htm	蔬菜
87	2016-12-27 00:00:00	受雾霾天气影响，高速公路封闭，部分长途运输车辆进京受阻，蔬菜交易量小幅减少，致使蔬菜价格涨幅略有所扩大。	Affected by haze weather, highways closed, some long-distance transport vehicles to Beijing blocked, slightly reduced the amount of vegetable trading, resulting in a slight increase in vegetable prices rose.	自然环境	天气	雾霾影响，价格上涨	正向	中国农业信息网	http://www.agri.cn/V20/SC/scdt/201612/t20161227_5418380.htm	蔬菜
88	2016-12-22 00:00:00	多日来的强雾霾和高速路封路，让北京的蔬菜价格出现波动。不过，随着节日临近以及蔬菜供应地南移，蔬菜价格上涨趋势明显。	Many days of strong haze and high road road closures, so that Beijing's vegetable prices fluctuate. However, with the holiday approaching and vegetable supply to the south, vegetable prices rose significantly.	自然环境	天气	强雾霾，价格上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1100321.html	蔬菜
89	2016-12-22 00:00:00	连日来的雾霾雨雪天气，使各大商场和批发市场的蔬菜价格普遍上涨。	The past few days of the haze rain and snow weather, so that the major shopping malls and wholesale market prices generally rose vegetables.	自然环境	天气	雾霾，雨雪天气，价格普遍上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1100316.html	蔬菜
90	2016-12-18 00:00:00	随着冬季气温下降，大棚蔬菜占据了市场主要份额，种植成本增加，导致蔬菜价格呈季节性上涨，与此同时，冬季本地菜供应量少，部分蔬菜靠外调，也就造成蔬菜上市量减少，从而进一步催高菜价。	With the winter temperature dropped, greenhouse vegetables accounted for the main market share, the increase in planting costs, resulting in seasonal increase in vegetable prices, at the same time, the supply of local vegetables in winter less, some vegetables by the tune, which will result in reduced vegetable market, Which further raise the price of vegetables.	自然环境	天气	冬季气温下降，价格呈季节性上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1099576.html	蔬菜
91	2016-12-15 00:00:00	12月天气渐冷，大棚蔬菜逐步成为市场主流，同时地产蔬菜供应量有所下降，外运菜增加，增加了运输流通成本。	December weather gradually cold, greenhouse vegetables gradually become the mainstream market, while real estate vegetable supply has declined, foreign food increased, increasing the cost of transport and circulation.	自然环境	天气	天气渐冷，价格上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1099029.html	蔬菜
92	2016-12-09 00:00:00	本周气温下降、阴雾天气频现，部分蔬菜因生长及运输受到一定影响价格有所上涨，带动蔬菜批发均价回升	This week the temperature drop, the weather is frequent, some vegetables due to growth and transportation have been affected by the price has risen, led the average wholesale price of vegetables rose	自然环境	天气	气温下降，阴雾天频现，价格有所上升	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1098201.html	蔬菜
93	2016-11-30 00:00:00	随着前两天的大幅降温，山东省肥城市蔬菜价格也节节升高。	With the two days before the sharp cooling, fertilizer prices in Feicheng City, Shandong Province is also steadily rising.	自然环境	天气	大幅降温，菜价也节节升高	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1096417.html	蔬菜
94	2016-11-28 00:00:00	进入11月，天气渐冷，本地的蔬菜生产逐渐进入淡季，市场供给不足，加之储存和运输成本有所增加，菜价上涨在所难免。	Into November, the weather gradually cold, the local vegetable production gradually into the off-season, the market supply shortage, coupled with the storage and transportation costs have increased, vegetable prices are inevitable.	自然环境	天气	天气渐冷，菜价上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1095974.html	蔬菜
95	2016-11-27 00:00:00	雨雪天气造成交通运输不便，导致价格有所波动	Rain and snow caused by inconvenience to transportation, resulting in price fluctuations	自然环境	天气	雨雪天气，价格上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1095945.html	蔬菜
96	2016-11-27 00:00:00	受雨雪降温天气影响，本地大棚蔬菜光照不足、生长周期延长，上市量减少	Affected by rain and snow, the local greenhouse vegetable light is insufficient, the growth cycle is prolonged and the market volume is reduced	自然环境	天气	雨雪降温天气，价格上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1095945.html	蔬菜
97	2016-11-27 00:00:00	受降温和雨雪天气影响，蔬菜价格上涨	By the cooling and rain and snow weather, vegetable prices	自然环境	天气	降温，雨雪天气，价格上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1095944.html	蔬菜
98	2016-11-25 00:00:00	降雪对蔬菜采摘、运输、保管造成不利影响，市场蔬菜上市量明显减少；其次严寒天气，影响蔬菜长势；再次是大棚蔬菜为保温增加取暖支出，生产成本上涨。	Snowfall on vegetables picking, transportation, custody caused adverse effects, the market significantly reduced the amount of vegetables listed; followed by cold weather, affecting the growth of vegetables; again greenhouse vegetables to increase heating costs, production costs.	自然环境	天气	降雪，价格大幅上涨	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1095765.html	蔬菜
99	2016-11-23 00:00:00	大范围降温降雪天气，使得蔬菜生产、运输受到不利影响，预计本周蔬菜价格将在高位运行。	Large-scale cooling snow weather, making the vegetable production, transportation adverse effects, is expected this week, vegetable prices will run at a high level.	自然环境	天气	降温降雪，价格高位运行	正向	中国蔬菜网	http://www.vegnet.com.cn/News/1095342.html	蔬菜
